Open Time,Open,High,Low,Close
2023-11-03 01:00:00,0.00100000,0.10000000,0.00100000,0.02620800
2023-11-04 01:00:00,0.02618600,0.02650000,0.02280100,0.02508000
2023-11-05 01:00:00,0.02508000,0.02509900,0.01900000,0.01984600
2023-11-06 01:00:00,0.01984900,0.02133700,0.01915300,0.02100100
2023-11-07 01:00:00,0.02100000,0.02100000,0.01661100,0.01777700
2023-11-08 01:00:00,0.01778300,0.01907200,0.01743100,0.01814400
2023-11-09 01:00:00,0.01814500,0.02240000,0.01574000,0.01943100
2023-11-10 01:00:00,0.01942500,0.02170000,0.01860500,0.02102100
2023-11-11 01:00:00,0.02100700,0.02500000,0.02000000,0.02223000
2023-11-12 01:00:00,0.02223400,0.02246600,0.02023300,0.02167500
2023-11-13 01:00:00,0.02169500,0.03695800,0.02127500,0.03401400
2023-11-14 01:00:00,0.03402000,0.03834000,0.02900000,0.03620400
2023-11-15 01:00:00,0.03617100,0.04117400,0.03305600,0.03386000
2023-11-16 01:00:00,0.03386100,0.03611600,0.03007000,0.03098400
2023-11-17 01:00:00,0.03098300,0.03445400,0.02683000,0.02923200
2023-11-18 01:00:00,0.02923300,0.02923800,0.02516000,0.02682000
2023-11-19 01:00:00,0.02682000,0.03154300,0.02500900,0.03093300
2023-11-20 01:00:00,0.03092800,0.03108300,0.02735000,0.02786100
2023-11-21 01:00:00,0.02785600,0.02827400,0.02352300,0.02375800
2023-11-22 01:00:00,0.02373600,0.02678000,0.02371300,0.02635600
2023-11-23 01:00:00,0.02636500,0.02862000,0.02584600,0.02697400
2023-11-24 01:00:00,0.02696400,0.02857200,0.02653700,0.02713200
2023-11-25 01:00:00,0.02713200,0.03289000,0.02676200,0.03206800
2023-11-26 01:00:00,0.03206500,0.03306500,0.02809000,0.02914100
2023-11-27 01:00:00,0.02915500,0.03029000,0.02626800,0.02717900
2023-11-28 01:00:00,0.02717000,0.02850000,0.02600000,0.02818400
2023-11-29 01:00:00,0.02819300,0.02883500,0.02632400,0.02674100
2023-11-30 01:00:00,0.02674400,0.02746500,0.02606400,0.02713200
2023-12-01 01:00:00,0.02713600,0.02876800,0.02685500,0.02771000
2023-12-02 01:00:00,0.02771200,0.03277100,0.02764400,0.03139800
2023-12-03 01:00:00,0.03139700,0.03436000,0.02950000,0.03027700
2023-12-04 01:00:00,0.03027300,0.03398000,0.02749600,0.03289500
2023-12-05 01:00:00,0.03289700,0.04664400,0.03224000,0.04308600
2023-12-06 01:00:00,0.04307200,0.04736200,0.03498300,0.04003200
2023-12-07 01:00:00,0.04004700,0.04392500,0.03750900,0.03923200
2023-12-08 01:00:00,0.03924000,0.04110000,0.03791500,0.03931100
2023-12-09 01:00:00,0.03931500,0.04183000,0.03831100,0.03880500
2023-12-10 01:00:00,0.03881400,0.04049600,0.03750000,0.03856000
2023-12-11 01:00:00,0.03856900,0.03897700,0.03090000,0.03463000
2023-12-12 01:00:00,0.03465800,0.03661000,0.03304200,0.03416500
2023-12-13 01:00:00,0.03415500,0.03477900,0.03101700,0.03415500
2023-12-14 01:00:00,0.03416300,0.03582700,0.03021500,0.03494800
2023-12-15 01:00:00,0.03494300,0.03681500,0.03074400,0.03094900
2023-12-16 01:00:00,0.03094900,0.03309200,0.03057400,0.03260900
2023-12-17 01:00:00,0.03261600,0.03332000,0.03060600,0.03085400
2023-12-18 01:00:00,0.03083900,0.03133100,0.02723500,0.02917400
2023-12-19 01:00:00,0.02917100,0.03130100,0.02888200,0.03083200
2023-12-20 01:00:00,0.03083800,0.03197000,0.02939200,0.03041200
2023-12-21 01:00:00,0.03041400,0.03179600,0.02972000,0.03098300
2023-12-22 01:00:00,0.03099000,0.03433200,0.02976300,0.03321000
2023-12-23 01:00:00,0.03320500,0.03320600,0.03070000,0.03148700
2023-12-24 01:00:00,0.03148700,0.03225000,0.02840000,0.02947900
2023-12-25 01:00:00,0.02947700,0.03154900,0.02926100,0.03089900
2023-12-26 01:00:00,0.03089800,0.03149700,0.02611600,0.02940000
2023-12-27 01:00:00,0.02940000,0.02967200,0.02809500,0.02927200
2023-12-28 01:00:00,0.02928100,0.02989600,0.02686200,0.02775400
2023-12-29 01:00:00,0.02774900,0.02884900,0.02672300,0.02797000
2023-12-30 01:00:00,0.02796500,0.02844900,0.02700000,0.02784000
2023-12-31 01:00:00,0.02784300,0.02920300,0.02660300,0.02728200
2024-01-01 01:00:00,0.02728800,0.02799800,0.02521000,0.02791900
2024-01-02 01:00:00,0.02792000,0.02905300,0.02685700,0.02712000
2024-01-03 01:00:00,0.02712000,0.02892700,0.01685000,0.02295900
2024-01-04 01:00:00,0.02295100,0.03142000,0.02273300,0.02629400
2024-01-05 01:00:00,0.02629400,0.02691200,0.02256700,0.02456200
2024-01-06 01:00:00,0.02456300,0.02572800,0.02265100,0.02446500
2024-01-07 01:00:00,0.02446800,0.02501900,0.02263900,0.02310900
2024-01-08 01:00:00,0.02311200,0.02349200,0.02055700,0.02328100
2024-01-09 01:00:00,0.02328600,0.02346000,0.02104700,0.02206300
2024-01-10 01:00:00,0.02206600,0.02461000,0.02128400,0.02399900
2024-01-11 01:00:00,0.02399600,0.02710400,0.02346100,0.02643900
2024-01-12 01:00:00,0.02643700,0.02798900,0.02360300,0.02470000
2024-01-13 01:00:00,0.02469000,0.02739400,0.02367400,0.02678900
2024-01-14 01:00:00,0.02679200,0.02981200,0.02611500,0.02741700
2024-01-15 01:00:00,0.02741100,0.02946700,0.02675100,0.02725000
2024-01-16 01:00:00,0.02724800,0.02799400,0.02645500,0.02720000
2024-01-17 01:00:00,0.02720300,0.02800900,0.02613900,0.02753900
2024-01-18 01:00:00,0.02753900,0.03067000,0.02627300,0.02653400
2024-01-19 01:00:00,0.02653800,0.02667100,0.02276300,0.02423300
2024-01-20 01:00:00,0.02423200,0.02497200,0.02343200,0.02478200
2024-01-21 01:00:00,0.02478100,0.02593400,0.02435200,0.02444700
2024-01-22 01:00:00,0.02445200,0.02459000,0.02278600,0.02321400
2024-01-23 01:00:00,0.02320800,0.02372800,0.02094600,0.02273000
2024-01-24 01:00:00,0.02272400,0.02327900,0.02240800,0.02315700
2024-01-25 01:00:00,0.02314900,0.02330000,0.02169300,0.02238700
2024-01-26 01:00:00,0.02237900,0.02391400,0.02211000,0.02365800
2024-01-27 01:00:00,0.02369100,0.02404900,0.02332200,0.02380200
2024-01-28 01:00:00,0.02380400,0.02429900,0.02285400,0.02314400
2024-01-29 01:00:00,0.02315200,0.02389000,0.02272300,0.02372200
2024-01-30 01:00:00,0.02372400,0.02394700,0.02294000,0.02311700
2024-01-31 01:00:00,0.02311300,0.02320000,0.02152100,0.02182700
2024-02-01 01:00:00,0.02182700,0.02234800,0.02114400,0.02203000
2024-02-02 01:00:00,0.02203700,0.02246700,0.02185300,0.02225200
2024-02-03 01:00:00,0.02226800,0.02247000,0.02179500,0.02192000
2024-02-04 01:00:00,0.02191900,0.02329900,0.02151900,0.02170800
2024-02-05 01:00:00,0.02170800,0.02222800,0.02120100,0.02187200
2024-02-06 01:00:00,0.02187700,0.02247800,0.02157700,0.02164000
2024-02-07 01:00:00,0.02164000,0.02271200,0.02158900,0.02258200
2024-02-08 01:00:00,0.02259400,0.02278000,0.02223800,0.02260500
2024-02-09 01:00:00,0.02260500,0.02382000,0.02260500,0.02342000
2024-02-10 01:00:00,0.02343200,0.02373300,0.02292000,0.02324300
2024-02-11 01:00:00,0.02324300,0.02450000,0.02314000,0.02345300
2024-02-12 01:00:00,0.02346200,0.02430000,0.02277200,0.02422500
2024-02-13 01:00:00,0.02422700,0.02568100,0.02330300,0.02447800
2024-02-14 01:00:00,0.02449000,0.02645500,0.02406200,0.02580900
2024-02-15 01:00:00,0.02581000,0.02759800,0.02528200,0.02637000
2024-02-16 01:00:00,0.02636300,0.02704800,0.02528000,0.02621900
2024-02-17 01:00:00,0.02622600,0.02638800,0.02479900,0.02565500
2024-02-18 01:00:00,0.02565600,0.02828700,0.02546800,0.02767100
2024-02-19 01:00:00,0.02767400,0.02963700,0.02700000,0.02789700
2024-02-20 01:00:00,0.02789200,0.02816200,0.02479100,0.02643600
2024-02-21 01:00:00,0.02643600,0.02654400,0.02455400,0.02568200
2024-02-22 01:00:00,0.02567800,0.02948700,0.02525100,0.02715700
2024-02-23 01:00:00,0.02714300,0.02863600,0.02576600,0.02612200
2024-02-24 01:00:00,0.02613000,0.02790700,0.02544700,0.02752300
2024-02-25 01:00:00,0.02752600,0.02900000,0.02667600,0.02817500
2024-02-26 01:00:00,0.02817300,0.03254200,0.02750100,0.03034900
2024-02-27 01:00:00,0.03034900,0.03845100,0.03030000,0.03553500
2024-02-28 01:00:00,0.03553000,0.03828100,0.02968600,0.03337300
2024-02-29 01:00:00,0.03337500,0.03681600,0.03067700,0.03163500
2024-03-01 01:00:00,0.03163900,0.04145900,0.03163900,0.03814600
2024-03-02 01:00:00,0.03814200,0.04860000,0.03768000,0.04304400
2024-03-03 01:00:00,0.04303500,0.05542600,0.03492000,0.05316100
2024-03-04 01:00:00,0.05317600,0.05755500,0.04700500,0.04998000
2024-03-05 01:00:00,0.04999000,0.05468000,0.03100000,0.03864300
2024-03-06 01:00:00,0.03865300,0.04548200,0.03650000,0.04230300
2024-03-07 01:00:00,0.04231800,0.04256300,0.03840000,0.03999200
2024-03-08 01:00:00,0.03999300,0.04740000,0.03851100,0.04618500
2024-03-09 01:00:00,0.04618400,0.04859300,0.04307400,0.04564900
2024-03-10 01:00:00,0.04566700,0.05330400,0.04156400,0.04821800
2024-03-11 01:00:00,0.04821800,0.05325000,0.04500000,0.04788300
2024-03-12 01:00:00,0.04789200,0.04846900,0.04230000,0.04555200
2024-03-13 01:00:00,0.04554700,0.04998600,0.04343200,0.04788200
2024-03-14 01:00:00,0.04790600,0.05386800,0.04601500,0.04921500
2024-03-15 01:00:00,0.04921600,0.04989200,0.04102500,0.04534700
2024-03-16 01:00:00,0.04536400,0.04613400,0.03690700,0.03822700
2024-03-17 01:00:00,0.03823100,0.04179900,0.03640800,0.04105200
2024-03-18 01:00:00,0.04105400,0.04120000,0.03612800,0.03666500
